"Date","State","City","Cause","Description","Gender","Age","Age demographic","MFI","Disability","Residential building type","Smoke alarms","Media URL"
"12/15/2019","NY","Baychester (Bronx)","Under investigation","One person died in a home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.msn.com/en-us/foodanddrink/foodnews/1-person-dead-2-firefighters-hurt-after-fire-in-baychester/vp-BBY41Vc"
"12/11/2019","NY","Yonkers","Under investigation","One person found deceased in apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://stockdailydish.com/fatal-new-york-apartment-fire-forces-dozens-into-the-cold/"
"12/02/2019","NY","Brooklyn","Other heat
","A 70-year-old man died in an apartment fire.","Male","70","Older adults (65 and older)","","N","Multifamily","Not reported","https://www.amny.com/brooklyn/nostrand-avenue-fire-kills-1-injures-7/"
"11/30/2019","NY","Lowville","Under investigation","Two people died in a house fire.","Unknown","Unknown","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://www.wwnytv.com/2019/12/01/one-injured-two-missing-lowville-house-fire/"
"11/30/2019","NY","Lowville","Under investigation","Two people died in a house fire.","Unknown","Unknown","Unknown","2 of 2","N","1 & 2 family
","Not reported","https://www.wwnytv.com/2019/12/01/one-injured-two-missing-lowville-house-fire/"
"11/29/2019","NY","Colonie","Under investigation","A 68-year-old man died in a house fire.","Male","68","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.timesunion.com/news/article/Latham-fire-victim-identified-14872990.php"
"11/27/2019","NY","Elmira","Cooking","A 46-year-old woman died in a house fire.","Female","46","Unknown","","N","1 & 2 family
","Not reported","https://www.stargazette.com/story/news/2019/11/27/fire-elm-street-fatal/4321444002/"
"11/26/2019","NY","Cheektowaga","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","Y","1 & 2 family
","Not present/not working","https://www.wkbw.com/news/local-news/fire-tears-through-home-on-ridge-park-avenue-in-cheektowaga"
"11/23/2019","NY","Rochester","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.democratandchronicle.com/story/news/2019/11/23/rochester-house-fire-leaves-one-dead/4282211002/"
"11/22/2019","NY","Ogdensburg","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.wwnytv.com/2019/11/23/ogdensburg-man-dies-after-garage-fire/"
"11/16/2019","NY","Lyons","Under investigation","A 4-year-old boy died on 11/22 from injuries he received in the fire.","Male","4","Children (14 and under)","","N","1 & 2 family
","Not reported","https://13wham.com/news/local/family-lyons-boy-still-in-critical-condition-following-fire"
"11/15/2019","NY","Niagara Falls","Under investigation","A 93 year-old female succumbed to injuries received during her house fire.","Female","93","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.wivb.com/news/elderly-woman-killed-in-niagara-falls-fire/"
"11/15/2019","NY","Victory","Under investigation","A 70 year-old male died during a house fire.","Male","70","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://cnycentral.com/news/local/deputies-one-man-dead-after-fatal-house-fire-in-cayuga-county"
"11/12/2019","NY","Bayville","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.nbcnewyork.com/news/local/One-Dead-Another-Injured-in-Long-Island-House-Fire-564779232.html"
"11/11/2019","NY","Bayville","Under investigation","A 94-year-old woman died in a house fire. A second victim succumbed to his injuries.","Female","94","Older adults (65 and older)","1 of 2","Y","1 & 2 family
","Not reported","https://patch.com/new-york/oysterbay/elderly-man-dies-wounds-sustained-bayville-house-fire"
"11/11/2019","NY","Bayville","Under investigation","A 94-year-old woman died in a house fire. A second victim succumbed to his injuries.","Male","96","Older adults (65 and older)","2 of 2","N","1 & 2 family
","Not reported","https://patch.com/new-york/oysterbay/elderly-man-dies-wounds-sustained-bayville-house-fire"
"11/08/2019","NY","Lowville","Under investigation","A 58-year-old  man died in an apartment fire.","Male","58","Unknown","","N","Multifamily","Not reported","https://www.nny360.com/news/lewiscounty/man-found-dead-in-lowville-apartment-fire/article_d6a3e5f3-9c90-50de-9035-bf3bf02d2745.html"
"11/04/2019","NY","Philipstown","Under investigation","A 72-year-old man died in a mobile home fire.","Male","72","Older adults (65 and older)","","N","1 & 2 family mobile","Not reported","https://midhudsonnews.com/2019/11/06/mobile-home-fire-claims-life/"
"10/26/2019","NY","Solon","Under investigation","One person was killed Saturday after a fire ripped through a Cortland County residence.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.pressconnects.com/story/news/public-safety/2019/10/27/fatal-fire-cortland-lapp-hill-road-solon/2479056001/"
"10/26/2019","NY","Binghamton","Under investigation","A 47-year-old man died in an apartment fire.","Male","47","Unknown","","N","Multifamily","Not reported","https://www.pressconnects.com/story/news/public-safety/2019/10/28/little-venice-restaurant-fire-binghamton-man-dies-apartment-blaze/2489403001/"
"10/22/2019","NY","Orleans County","Under investigation","An 80-year-old woman died in a house fire.","Female","80","Older adults (65 and older)","","N","Not reported","Not reported","https://www.rochesterfirst.com/news/orleans-county-sheriff-id-woman-in-house-fire/"
"10/14/2019","NY","White Plains","Under investigation","A woman died in an apartment fire.","Female","Unknown","Unknown","","N","Multifamily","Not reported","https://www.lohud.com/story/news/local/westchester/white-plains/2019/10/14/white-plains-woman-found-dead-fire-grand-street/3975529002/"
"10/13/2019","NY","Eastchester","Under investigation","One person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","http://westchester.news12.com/story/41175332/1-dead-in-eastchester-building-fire"
"10/09/2019","NY","New York","Under investigation","A 55-year-old man died in an apartment fire.","Male","55","Unknown","","N","Multifamily","Not reported","https://pix11.com/2019/10/10/man-55-killed-in-east-harlem-apartment-fire/"
"10/08/2019","NY","Brooklyn","Under investigation","A 64-year-old man died in a house fire.","Male","64","Unknown","","N","1 & 2 family
","Not reported","https://abc7ny.com/64-year-old-man-dead-1-injured-in-brooklyn-basement-fire/5603255/"
"09/27/2019","NY","Long Island","Under investigation","A 61-year-old woman died a house fire.","Female","61","Unknown","","N","1 & 2 family
","Not reported","https://newyork.cbslocal.com/2019/09/27/woman-killed-in-east-islip-house-fire/"
"09/24/2019","NY","Ontario County","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://cnycentral.com/news/local/two-dead-neighbors-hear-explosion-after-ontario-county-house-fire"
"09/23/2019","NY","Rochester","Under investigation","A 22-year-old woman and her 6-month-old daughter died several days after a house fire.","Female","22","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://www.democratandchronicle.com/story/news/2019/09/28/jay-street-fire-amber-robinson-damiiyah-sides-rochester-ny-fire/3804805002/"
"09/23/2019","NY","Rochester","Under investigation","A 22-year-old woman and her 6-month-old daughter died several days after a house fire.","Female","1","Children (14 and under)","2 of 2","N","1 & 2 family
","Not reported","https://www.democratandchronicle.com/story/news/2019/09/28/jay-street-fire-amber-robinson-damiiyah-sides-rochester-ny-fire/3804805002/"
"09/19/2019","NY","New York (Queens)","Heating","A 59-year-old man died from a house fire caused by a space heater.","Male","59","Unknown","","N","1 & 2 family
","Not reported","https://1010wins.radio.com/articles/man-dead-queens-house-fire"
"09/09/2019","NY","Collegetown (Ithaca)","Under investigation","An 81-year-old woman died in a house fire.","Female","81","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.syracuse.com/crime/2019/09/police-identify-81-year-old-victim-in-deadly-ithaca-fire.html"
"09/03/2019","NY","Queens","Under investigation","A 63-year-old woman died in a house fire.","Female","63","Unknown","","N","1 & 2 family
","Not reported","https://nypost.com/2019/09/04/queens-woman-dies-when-fire-tears-through-home/"
"08/11/2019","NY","Binghamton","Under investigation","One person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://wbng.com/news/top-stories/2019/08/11/binghamton-fire-department-investigating-building-fire-on-glenwood-avenue-sunday-morning/"
"08/06/2019","NY","Hunter (Greene County)","Under investigation","A 29-year-old man died in a townhouse fire.","Male","29","Unknown","","N","1 & 2 family
","Not reported","https://www.timesunion.com/news/article/One-dead-in-fire-in-Hunter-report-says-14283998.php"
"07/29/2019","NY","Elmhurst","Under investigation","A 50-year-old man died in an apartment fire.","Male","50","Unknown","","N","Multifamily","Not present/not working","https://www.nbcnewyork.com/news/local/Fatal-Elmhurst-Queens-Fire-513328481.html"
"07/29/2019","NY","Elmira","Under investigation","A 44-year-old woman died in a house fire.","Female","44","Unknown","","N","1 & 2 family
","Not reported","https://www.stargazette.com/story/news/public-safety/2019/07/30/elmira-house-fire-claims-one-life/1865159001/"
"07/28/2019","NY","Queens","Electrical malfunction
","A 50 year-old male died during a fire in a multi-family structure.","Male","50","Unknown","","N","Multifamily","Not reported","http://www.nydailynews.com/new-york/ny-deadly-queens-apartment-fire-20190729-x47o3icrpzhclodasw57byqwka-story.html"
"07/21/2019","NY","Queens","Equipment malfunction
","A 51-year-old woman and 7-year-old girl died in a house fire. A 19-year-old man died on 7/23/19 from injuries sustained in this fire.","Female","7","Children (14 and under)","1 of 3","N","1 & 2 family
","Not reported","https://www.nydailynews.com/new-york/ny-house-fire-richmond-hill-20190721-c47kzvs7qnav5g2dfcwh45vtfu-story.html"
"07/21/2019","NY","Queens","Equipment malfunction
","A 51-year-old woman and 7-year-old girl died in a house fire. A 19-year-old man died on 7/23/19 from injuries sustained in this fire.","Female","51","Unknown","2 of 3","N","1 & 2 family
","Not reported","https://www.nydailynews.com/new-york/ny-house-fire-richmond-hill-20190721-c47kzvs7qnav5g2dfcwh45vtfu-story.html"
"07/21/2019","NY","Queens","Equipment malfunction
","A 51-year-old woman and 7-year-old girl died in a house fire. A 19-year-old man died on 7/23/19 from injuries sustained in this fire.","Male","19","Unknown","3 of 3","N","1 & 2 family
","Not reported","https://www.nydailynews.com/new-york/ny-house-fire-richmond-hill-20190721-c47kzvs7qnav5g2dfcwh45vtfu-story.html"
"07/20/2019","NY","Otto","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.wivb.com/news/1-killed-in-cattaraugus-county-fire/"
"06/16/2019","NY","Bronx","Under investigation","A 19-year-old boy and a 3-year-old girl died in an apartment fire.","Female","3","Children (14 and under)","1 of 2","N","Multifamily","Not reported","https://www.wkrn.com/news/new-york-teen-dies-trying-to-save-toddler-from-fire/2076360838"
"06/16/2019","NY","Bronx","Under investigation","A 19-year-old boy and a 3-year-old girl died in an apartment fire.","Male","19","Unknown","2 of 2","N","Multifamily","Not reported","https://www.wkrn.com/news/new-york-teen-dies-trying-to-save-toddler-from-fire/2076360838"
"06/16/2019","NY","Coldenham","Under investigation","A 42 year-old male died during a dwelling fire.","Male","42","Unknown","","N","1 & 2 family
","Not reported","https://midhudsonnews.com/2019/06/18/update-fatal-fire-in-coldenham/"
"06/15/2019","NY","South Glens Falls","Undetermined","A 71-year-old man died from smoke inhalation when a small fire broke out in his motel room.","Male","71","Older adults (65 and older)","","N","Hotel/motel","Not reported","https://poststar.com/news/local/police-identify-man-who-died-in-south-glens-falls-fire/article_60cea9e0-49b7-5f2a-b4d5-d87530860c33.html"
"06/14/2019","NY","Patchogue","Under investigation","A 65-year-old woman died in a house fire.","Female","65","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://newyork.cbslocal.com/2019/06/14/patchogue-ohls-street-fatal-house-fire/"
"06/13/2019","NY","Bethlehem","Under investigation","A man died in an apartment fire. 64 years old","Male","64","Unknown","","N","Multifamily","Not reported","https://www.timesunion.com/news/article/Police-identify-Slingerlands-fire-victim-14004716.php"
"06/10/2019","NY","Hyde Park","Under investigation","A  64-year-old man died in a cabin fire.","Male","64","Unknown","","N","Other","Not reported","https://midhudsonnews.com/2019/06/11/fatal-fire-in-hyde-park-2/"
"06/10/2019","NY","Caton (Steuben County)","Under investigation","A 40-year-old man died from injuries sustained in a camper trailer fire.","Male","40","Unknown","","N","Camper/RV/travel trailer","Not reported","https://www.stargazette.com/story/news/public-safety/2019/06/11/steuben-county-man-seriously-injured-caton-trailer-fire/1418346001/"
"06/10/2019","NY","Syracuse","Smoking","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://spectrumlocalnews.com/nys/central-ny/news/2019/06/12/victim-dies-from-buckingham-avenue-fire-injuries"
